frame_index,t_sec,state.left_joint1,state.left_joint2,state.left_joint3,state.left_joint4,state.left_joint5,state.left_joint6,state.left_joint7,state.right_joint1,state.right_joint2,state.right_joint3,state.right_joint4,state.right_joint5,state.right_joint6,state.right_joint7,action.left_joint1,action.left_joint2,action.left_joint3,action.left_joint4,action.left_joint5,action.left_joint6,action.left_joint7,action.right_joint1,action.right_joint2,action.right_joint3,action.right_joint4,action.right_joint5,action.right_joint6,action.right_joint7
10,0.33333333,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
11,0.366666663,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
12,0.399999996,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
13,0.433333329,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
14,0.466666662,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
15,0.499999995,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
16,0.533333328,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
17,0.566666661,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
18,0.599999994,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
19,0.633333327,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
20,0.66666666,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
21,0.699999993,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
22,0.733333326,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
23,0.766666659,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
24,0.799999992,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
25,0.833333325,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
26,0.866666658,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
27,0.899999991,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
28,0.933333324,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
29,0.966666657,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
30,0.99999999,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
31,1.033333323,0.0,0.32009339332580566,-0.3597298264503479,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
32,1.066666656,-0.0019896754529327154,0.32009339332580566,-0.3615624010562897,0.0,0.23986059427261353,0.0,0.0,0.0,0.32039010524749756,-0.36018359661102295,0.0,0.2405238300561905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705
33,1.099999989,-0.0019896754529327154,0.32009339332580566,-0.3615624010562897,0.0,0.23986059427261353,0.0,0.0,0.00045378561480902135,0.32039010524749756,-0.36018359661102295,0.0,0.23830725252628326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.06909999996423721
34,1.133333322,0.00038397242315113544,0.31616640090942383,-0.3689800500869751,0.0,0.23544491827487946,0.0,0.0,0.00045378561480902135,0.31618383526802063,-0.356588214635849,0.008813912980258465,0.23525293171405792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07020000368356705,0.0,0.0,0.0,0.0,0.0,0.0,0.06800000369548798
35,1.166666655,0.00038397242315113544,0.32159435749053955,-0.3802025318145752,-0.005846852902323008,0.23886576294898987,0.0,0.0,0.00045378561480902135,0.31618383526802063,-0.356588214635849,0.008813912980258465,0.23525293171405792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06939999759197235,0.0,0.0,0.0,0.0,0.0,0.0,0.06800000369548798
36,1.199999988,0.00038397242315113544,0.32159435749053955,-0.3802025318145752,-0.005846852902323008,0.23886576294898987,0.0,0.0,0.00045378561480902135,0.31791171431541443,-0.3615100383758545,0.008813912980258465,0.23525293171405792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06939999759197235,0.0,0.0,0.0,0.0,0.0,0.0,0.06759999692440033
37,1.233333321,0.0,0.3352428376674652,-0.3873583674430847,-0.012461651116609573,0.2512052357196808,0.0,0.0,0.00045378561480902135,0.3197617828845978,-0.3680724799633026,0.008813912980258465,0.23752185702323914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0674000009894371,0.0,0.0,0.0,0.0,0.0,0.0,0.0674000009894371
38,1.266666654,0.0,0.3352428376674652,-0.3873583674430847,-0.012461651116609573,0.2512052357196808,0.0,0.0,0.00045378561480902135,0.3197617828845978,-0.3680724799633026,0.008813912980258465,0.23752185702323914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0674000009894371,0.0,0.0,0.0,0.0,0.0,0.0,0.0674000009894371
39,1.299999987,0.00038397242315113544,0.3484549820423126,-0.4040262699127197,-0.02546435408294201,0.25993189215660095,0.0,0.0,0.00296705961227417,0.31981414556503296,-0.36793285608291626,0.010855947621166706,0.24692918360233307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065700002014637,0.0,0.0,0.0,0.0,0.0,0.0,0.06719999760389328
40,1.33333332,-0.0016406094655394554,0.3614751398563385,-0.4265584647655487,-0.03410373255610466,0.274854451417923,0.0,0.0,0.00296705961227417,0.32845351099967957,-0.3772529065608978,0.010925761424005032,0.2491282969713211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06509999930858612,0.0,0.0,0.0,0.0,0.0,0.0,0.06700000166893005
41,1.366666653,-0.0016406094655394554,0.3614751398563385,-0.4265584647655487,-0.03410373255610466,0.274854451417923,0.0,0.0,0.00296705961227417,0.32845351099967957,-0.3772529065608978,0.010925761424005032,0.2491282969713211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06509999930858612,0.0,0.0,0.0,0.0,0.0,0.0,0.06700000166893005
42,1.399999986,-0.00411897711455822,0.38238418102264404,-0.4532794654369354,-0.04855506122112274,0.29827678203582764,0.009250245057046413,0.0,0.00296705961227417,0.3352079391479492,-0.3839899003505707,0.017261305823922157,0.25790730118751526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06530000269412994,0.0,0.0,0.0,0.0,0.0,0.0,0.06689999997615814
43,1.433333319,-0.008185594342648983,0.4169940650463104,-0.4960225820541382,-0.06476917117834091,0.32794737815856934,0.022654373198747635,0.0,0.00296705961227417,0.34688419103622437,-0.39936622977256775,0.016807520762085915,0.26707029342651367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06539999693632126,0.0,0.0,0.0,0.0,0.0,0.0,0.06669999659061432
44,1.466666652,-0.008185594342648983,0.4169940650463104,-0.4960225820541382,-0.06476917117834091,0.32794737815856934,0.022654373198747635,0.0,0.00296705961227417,0.34688419103622437,-0.39936622977256775,0.016807520762085915,0.26707029342651367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06539999693632126,0.0,0.0,0.0,0.0,0.0,0.0,0.06669999659061432
45,1.499999985,-0.01335176918655634,0.45582765340805054,-0.5441412925720215,-0.08592256158590317,0.3626095950603485,0.03933972120285034,0.0,0.004869468510150909,0.3619987368583679,-0.4190186560153961,0.019216075539588928,0.27516859769821167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06509999930858612,0.0,0.0,0.0,0.0,0.0,0.0,0.06599999964237213
46,1.533333318,-0.01984439417719841,0.5101771950721741,-0.5977054834365845,-0.10864674299955368,0.4034503102302551,0.05752605199813843,0.0,0.006824237294495106,0.380115270614624,-0.44059091806411743,0.01909390278160572,0.2888869047164917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06469999998807907,0.0,0.0,0.0,0.0,0.0,0.0,0.06530000269412994
47,1.566666651,-0.01984439417719841,0.5101771950721741,-0.5977054834365845,-0.10864674299955368,0.4034503102302551,0.05752605199813843,0.0,0.006824237294495106,0.380115270614624,-0.44059091806411743,0.01909390278160572,0.2888869047164917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06469999998807907,0.0,0.0,0.0,0.0,0.0,0.0,0.06530000269412994
48,1.599999984,-0.02431243658065796,0.5647885203361511,-0.6645690202713013,-0.13959144055843353,0.4466646611690521,0.0843866690993309,0.0,0.010908307507634163,0.4047069549560547,-0.46994736790657043,0.01909390278160572,0.304210901260376,-0.005358160939067602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06400000303983688,0.0,0.0,0.0,0.0,0.0,0.0,0.06449999660253525
49,1.633333317,-0.028117254376411438,0.6226112842559814,-0.7243291139602661,-0.1650557816028595,0.4836307466030121,0.1074424684047699,0.0,0.016091935336589813,0.42898446321487427,-0.49904200434684753,0.01909390278160572,0.3153111934661865,-0.007470009382814169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06360000371932983,0.0,0.0,0.0,0.0,0.0,0.0,0.06390000134706497
50,1.66666665,-0.028117254376411438,0.6226112842559814,-0.7243291139602661,-0.1650557816028595,0.4836307466030121,0.1074424684047699,0.0,0.016091935336589813,0.42898446321487427,-0.49904200434684753,0.01909390278160572,0.3153111934661865,-0.007470009382814169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06360000371932983,0.0,0.0,0.0,0.0,0.0,0.0,0.06390000134706497
51,1.699999983,-0.03890338912606239,0.6868219375610352,-0.7858868837356567,-0.19453439116477966,0.5221850872039795,0.1330988109111786,0.0,0.01860520988702774,0.45984190702438354,-0.5317843556404114,0.021118484437465668,0.33634239435195923,-0.007470009382814169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06319999694824219,0.0,0.0,0.0,0.0,0.0,0.0,0.0632999986410141
52,1.733333316,-0.048031460493803024,0.7523590922355652,-0.8445473909378052,-0.21823596954345703,0.5545260310173035,0.15514232218265533,0.0,0.022828906774520874,0.494189977645874,-0.5656088590621948,0.02555162087082863,0.3644247353076935,-0.009686577133834362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06260000169277191,0.0,0.0,0.0,0.0,0.0,0.0,0.06289999932050705
53,1.766666649,-0.048031460493803024,0.7523590922355652,-0.8445473909378052,-0.21823596954345703,0.5545260310173035,0.15514232218265533,0.0,0.022828906774520874,0.494189977645874,-0.5656088590621948,0.02555162087082863,0.3644247353076935,-0.009686577133834362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06260000169277191,0.0,0.0,0.0,0.0,0.0,0.0,0.06289999932050705
54,1.799999982,-0.06065019220113754,0.8189957737922668,-0.8990539908409119,-0.23521801829338074,0.5901307463645935,0.1771160066127777,0.0,0.02759365551173687,0.5326744914054871,-0.6040759086608887,0.0328296422958374,0.3896971046924591,-0.016545720398426056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06210000067949295,0.0,0.0,0.0,0.0,0.0,0.0,0.06239999830722809
55,1.833333315,-0.06963863968849182,0.8693833947181702,-0.9550092816352844,-0.24663247168064117,0.615839421749115,0.19369663298130035,0.0,0.031520646065473557,0.5734279155731201,-0.6446722745895386,0.040037851780653,0.4170115292072296,-0.019058994948863983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617000013589859,0.0,0.0,0.0,0.0,0.0,0.0,0.061900001019239426
56,1.866666648,-0.06963863968849182,0.8693833947181702,-0.9550092816352844,-0.24663247168064117,0.615839421749115,0.19369663298130035,0.0,0.031520646065473557,0.5734279155731201,-0.6446722745895386,0.040037851780653,0.4170115292072296,-0.019058994948863983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617000013589859,0.0,0.0,0.0,0.0,0.0,0.0,0.061900001019239426
57,1.899999981,-0.08220500499010086,0.9459335207939148,-0.9977174401283264,-0.25677284598350525,0.6467491984367371,0.20776399970054626,0.0,0.03712315484881401,0.6190159320831299,-0.6858620643615723,0.04731587693095207,0.4496142566204071,-0.02321287989616394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06120000034570694,0.0,0.0,0.0,0.0,0.0,0.0,0.061400000005960464
58,1.933333314,-0.09262462705373764,1.011016845703125,-1.0359925031661987,-0.26282912492752075,0.6633298397064209,0.21872466802597046,0.0,0.04012512043118477,0.6717946529388428,-0.7308915257453918,0.05480333790183067,0.4809778332710266,-0.03073524869978428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06080000102519989,0.0,0.0,0.0,0.0,0.0,0.0,0.061000000685453415
59,1.966666647,-0.09262462705373764,1.011016845703125,-1.0359925031661987,-0.26282912492752075,0.6633298397064209,0.21872466802597046,0.0,0.04012512043118477,0.6717946529388428,-0.7308915257453918,0.05480333790183067,0.4809778332710266,-0.03073524869978428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06080000102519989,0.0,0.0,0.0,0.0,0.0,0.0,0.061000000685453415
60,1.99999998,-0.10164797306060791,1.0719114542007446,-1.0690665245056152,-0.2646442651748657,0.6879040598869324,0.2252172827720642,0.0,0.045640360563993454,0.721135139465332,-0.7711737155914307,0.06248278543353081,0.5119225382804871,-0.0385892279446125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06030000001192093,0.0,0.0,0.0,0.0,0.0,0.0,0.060600001364946365
61,2.033333313,-0.10876891762018204,1.1295422315597534,-1.0998367071151733,-0.26768115162849426,0.7040309309959412,0.22575834393501282,0.0,0.051940999925136566,0.7717846035957336,-0.8087332248687744,0.0705811157822609,0.5452582836151123,-0.04811872914433479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059700001031160355,0.0,0.0,0.0,0.0,0.0,0.0,0.05990000069141388
62,2.066666646,-0.10876891762018204,1.1295422315597534,-1.0998367071151733,-0.26768115162849426,0.7040309309959412,0.22575834393501282,0.0,0.051940999925136566,0.7717846035957336,-0.8087332248687744,0.0705811157822609,0.5452582836151123,-0.04811872914433479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059700001031160355,0.0,0.0,0.0,0.0,0.0,0.0,0.05990000069141388
63,2.099999979,-0.11594222486019135,1.1827921867370605,-1.1295247077941895,-0.27319639921188354,0.7250795960426331,0.23020893335342407,0.0,0.06028367206454277,0.8233765363693237,-0.8436747193336487,0.0820828378200531,0.5760633945465088,-0.060842178761959076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05939999967813492,0.0,0.0,0.0,0.0,0.0,0.0,0.059300001710653305
64,2.133333312,-0.12566371262073517,1.2361294031143188,-1.1577816009521484,-0.27841493487358093,0.751660943031311,0.23312363028526306,0.0,0.06695082783699036,0.8750906586647034,-0.8777784109115601,0.09934414178133011,0.6024876832962036,-0.07122688740491867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059300001710653305,0.0,0.0,0.0,0.0,0.0,0.0,0.05849999934434891
65,2.166666645,-0.12566371262073517,1.2361294031143188,-1.1577816009521484,-0.27841493487358093,0.751660943031311,0.23312363028526306,0.0,0.06695082783699036,0.8750906586647034,-0.8777784109115601,0.09934414178133011,0.6024876832962036,-0.07122688740491867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059300001710653305,0.0,0.0,0.0,0.0,0.0,0.0,0.05849999934434891
66,2.199999978,-0.13255774974822998,1.2867439985275269,-1.1895815134048462,-0.28534388542175293,0.7772125601768494,0.23567180335521698,0.0,0.07696902006864548,0.9344841837882996,-0.9142383933067322,0.11196286976337433,0.6380051374435425,-0.08471827954053879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05900000035762787,0.0,0.0,0.0,0.0,0.0,0.0,0.05770000070333481
67,2.233333311,-0.13987068831920624,1.340779423713684,-1.213056206703186,-0.29539698362350464,0.80656898021698,0.24345597624778748,0.0,0.07696902006864548,0.9344841837882996,-0.9142383933067322,0.11196286976337433,0.6380051374435425,-0.08471827954053879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05849999934434891,0.0,0.0,0.0,0.0,0.0,0.0,0.05770000070333481
68,2.266666644,-0.13987068831920624,1.340779423713684,-1.213056206703186,-0.29539698362350464,0.80656898021698,0.24345597624778748,0.0,0.08714429289102554,0.9706299304962158,-0.9438740611076355,0.1218414381146431,0.6685483455657959,-0.09512044489383698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05849999934434891,0.0,0.0,0.0,0.0,0.0,0.0,0.05700000002980232
69,2.299999977,-0.15154694020748138,1.3862277269363403,-1.227891445159912,-0.30599111318588257,0.8262737989425659,0.2531949281692505,0.0,0.09522516280412674,1.0193246603012085,-0.9700365662574768,0.12721705436706543,0.6967354416847229,-0.09969320893287659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05810000002384186,0.0,0.0,0.0,0.0,0.0,0.0,0.05640000104904175
70,2.33333331,-0.1647590845823288,1.4297213554382324,-1.2300207614898682,-0.3170390725135803,0.839224100112915,0.2652027904987335,0.0,0.09522516280412674,1.0193246603012085,-0.9700365662574768,0.12721705436706543,0.6967354416847229,-0.09969320893287659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05770000070333481,0.0,0.0,0.0,0.0,0.0,0.0,0.05640000104904175
71,2.366666643,-0.1647590845823288,1.4297213554382324,-1.2300207614898682,-0.3170390725135803,0.839224100112915,0.2652027904987335,0.0,0.10163052380084991,1.067914605140686,-0.9911026954650879,0.12884020805358887,0.7243814468383789,-0.10159561783075333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05770000070333481,0.0,0.0,0.0,0.0,0.0,0.0,0.05590000003576279
72,2.399999976,-0.18311993777751923,1.4716092348098755,-1.2222191095352173,-0.3364296555519104,0.8389099836349487,0.27860692143440247,0.0,0.10409143567085266,1.099801778793335,-1.0007020235061646,0.12884020805358887,0.748466968536377,-0.10159561783075333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05700000002980232,0.0,0.0,0.0,0.0,0.0,0.0,0.05550000071525574
73,2.433333309,-0.2059313952922821,1.511786699295044,-1.2072442770004272,-0.355418860912323,0.8290837407112122,0.2940705120563507,0.0,0.10409143567085266,1.099801778793335,-1.0007020235061646,0.12884020805358887,0.748466968536377,-0.10159561783075333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05689999833703041,0.0,0.0,0.0,0.0,0.0,0.0,0.05550000071525574
74,2.466666642,-0.2059313952922821,1.511786699295044,-1.2072442770004272,-0.355418860912323,0.8290837407112122,0.2940705120563507,0.0,0.10409143567085266,1.1216707229614258,-1.0018364191055298,0.1238660141825676,0.7670024037361145,-0.09738937020301819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05689999833703041,0.0,0.0,0.0,0.0,0.0,0.0,0.054999999701976776
